id,name,followers,popularity,genres,main_genre
6YROFUbu5zRCHi2xkir5pk,Brian Hyland,67223,47,[],Pop
5tFRohaO5yEsuJxmMnlCO9,Barns Courtney,602647,62,[],Electronic
3w1Q754jb31h5CXQCcnLNL,Capcom Sound Team,210392,58,"['japanese vgm', 'soundtrack']",Electronic
3oDbviiivRWhXwIE8hxkVV,The Beach Boys,5139194,76,['baroque pop'],Classical
60zvRmhQHRxokEB1taAVpN,Beth Malone,1569,29,['musicals'],Classical
4hxDvVq5t8ebPYPdBl1F9f,HELLYEAH,769490,52,"['groove metal', 'metal']",Rock
2jwRHcdgkRhelYEMqndDKe,Yxngxr1,143628,45,[],Hip-Hop
07d5etnpjriczFBB8pxmRe,BJ The Chicago Kid,464821,59,[],Hip-Hop
50bY8HGxT0SuDgJX3AilTT,Sesame Street,138888,65,"[""children's music""]",Folk
3hyGGjxu73JuzBa757H6R5,The Mountain Goats,419856,57,"['folk punk', 'anti-folk', 'indie folk']",Folk
0KUfoAHP20vQHuDhiEAa8r,Cookie Monster,41911,56,"[""children's music""]",Folk
5ns1lY8egNoPsITbbNpli6,Clorofila,20782,16,"['mexican indie', 'latin alternative', 'electrocumbia']",Electronic
41x3tK4pmcp109A09rYtxj,Ram-Zet,4100,7,"['avant-garde', 'progressive metal', 'gothic metal', 'industrial metal']",Rock
7EEiVZvj6RCEtVX2F2pyxu,Slim Jxmmi,117904,54,[],Hip-Hop
5i4JbHYkeCa702YXS68RGf,Catherine Zeta-Jones,25737,51,['musicals'],Classical
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,3146480,79,[],Hip-Hop
7If8DXZN7mlGdQkLE2FaMo,The Gaslight Anthem,362398,52,[],Rock
6cutt8thPFUICMfxaYerWd,MY FIRST STORY,718506,60,"['j-rock', 'j-pop', 'anime']",Pop
7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,7811582,72,[],Hip-Hop
2TkSDFFCkyiMrHyL1a5BbF,Laura Osnes,16585,42,['musicals'],Classical
6pdcQa7by8IKuoVXvgknlI,Rilès,929303,63,['french rap'],Hip-Hop
3bW9aRkzZhlE53ca3djW8Z,Jeanine Tesori,1658,35,['musicals'],Classical
498OLUGBV0hSPmRHokzvaA,Alexander Hanson,687,41,[],Classical
0CKa42Jqrc9fSFbDjePaXP,Big K.R.I.T.,950632,58,['southern hip hop'],Hip-Hop
1cHFz6lrt7KAsBV8j2Ny1g,The Blues Brothers,448981,56,"['blues', 'blues rock']",Blues
47mxBSV8e4ssFImQjxzePn,Suis La Lune,29185,32,"['screamo', 'midwest emo', 'post-hardcore', 'emo', 'mathcore', 'math rock']",Rock
3rpd8ePtYWGXq5te4laEwY,Harriet Harris,270,24,['musicals'],Classical
7iHXhGerkdpvUAIb67GCSj,Diana Panton,21816,39,"['vocal jazz', 'french jazz']",Jazz
0oE1QxknblYdWQt51QjyrG,Michael Cerveris,2755,31,['musicals'],Classical
6vr32iVlTxTUGGXiEHgiqe,Ryan Silverman,125,8,['musicals'],Classical
4YAN46l70QV0PGXlMg0iHi,Dillinger Four,36619,35,"['punk', 'skate punk', 'melodic hardcore', 'pop punk']",Rock
27R1aBy7FfkYevfYen4sMp,George Birge,75043,54,['country'],Country
0k9kVbqy5B8J1jbQm4XcMA,Roberta Colindrez,91,12,['musicals'],Classical
1vrC8QDkFBw7mkWShqEcXZ,Lisa Kron,135,31,['musicals'],Classical
743OB85I8BftMRfuNAO1RS,Ann Harada,1053,35,['musicals'],Classical
4NgfOZCL9Ml67xzM0xzIvC,Janis Joplin,3604137,62,"['classic rock', 'psychedelic rock', 'acid rock']",Rock
7tHd518aPjJYUgyv9bidBz,Judy Kuhn,37426,55,[],Classical
7arQA31aZVS8yS6zUveWzb,CJ,282841,62,['dembow'],Hip-Hop
3FCu4XKU7SMobrCqEnTRSJ,Little Apple Band,6963,33,[],Folk
5rX1EodZfwxmW4fQX2Caot,Jonny Lang,265349,48,"['blues', 'blues rock', 'modern blues']",Blues
4QGKWF55nqfGYToZkoZPRF,One Morning Left,38169,34,"['metalcore', 'post-hardcore']",Rock
1fZpYWNWdL5Z3wrDtISFUH,Shakey Graves,594751,58,['indie folk'],Folk
51Blml2LZPmy7TTiAg47vQ,U2,13715623,78,['rock'],Rock
3UUl93ABT7zywawX0QA7MC,Breadwinner,5014,16,"['math rock', 'noise rock', 'mathcore', 'post-hardcore']",Rock
4pFb5Ycz7oHBhVS623cMdf,Emily Skeggs,666,23,['musicals'],Classical
1PoFNQQDFXvOYm6Dx8coAa,Esmé Patterson,28777,23,[],Country
2NC0NvcP3iJvpCPepplwof,Sydney Lucas,326,26,['musicals'],Classical
6RvruFAgvsAb4B82u8wsSH,Envy On The Coast,37014,31,['post-hardcore'],Rock
3Q6OOkfssqoMSTtl11J5Uk,Love,273598,46,"['psychedelic rock', 'baroque pop', 'acid rock', 'proto-punk']",Rock
55CXG5KDJpRYwBopfYAJHa,Jorma Kaukonen,34539,35,"['jam band', 'country blues']",Blues
4TbtUt49IMXEIMmNdifHb1,Stephen Sondheim,93717,51,['musicals'],Classical
4PLsMEk2DCRVlVL2a9aZAv,SOAK,88596,42,[],Folk
6UWtYhPTWb5rOmlaXqf1h6,Marla Mindelle,96,24,['musicals'],Classical
2sYkCcYzUQfNjOtw0mIOJL,Onsind,10756,18,"['folk punk', 'queercore', 'anti-folk']",Folk
1TRVqozKc5Qk1cjwRdWBSl,Secrets,141707,40,"['post-hardcore', 'metalcore', 'screamo']",Rock
5spEJXLwD1sKUdC2bnOHPg,Bone Thugs-N-Harmony,3329701,67,"['gangster rap', 'old school hip hop', 'g-funk']",Hip-Hop
3HQyFCFFfJO3KKBlUfZsyW,Randy Newman,277739,61,[],Classical
3ewsLD7NsneulFB9GIxL1J,Noah Hinsdale,0,18,['musicals'],Classical
7AZwAitWq1KcFoIJhRWb6V,Deerhoof,123108,21,['noise rock'],Rock
68vPeaQOlnY1aA3iBKCEpG,HIGH and MIGHTY COLOR,52190,39,"['j-rock', 'anime', 'visual kei']",Rock
7EefBqbWGDsYzzoT2kdbjk,James Clow,4,5,[],Classical
5yLqc0R4cy4fVot8LuEkj4,Haiku D'Etat,15855,19,['underground hip hop'],Hip-Hop
0KDuKk6YdEu3hR56HtXmxt,Story Of The Year,576167,57,"['emo', 'post-hardcore', 'screamo', 'pop punk']",Rock
6A2DSgH4meitmJOZrRcKNZ,Black Devil Disco Club,23067,32,"['italo disco', 'hi-nrg', 'electroclash', 'italo dance']",Electronic
68SbjD1Yoy2jxRhtrVC43E,Becky Ann Baker,47,20,['musicals'],Classical
4LuKWumtLXePKSqGYaJUPt,Zachary Westbrook,149,0,[],Pop
47NluEnhJda2gsnjuvcoob,Santino Fontana,13399,56,[],Classical
73xrrv4ZrlpLi1q0Q34wiK,Dinah Shore,92012,41,"['big band', 'adult standards', 'vocal jazz', 'jazz ballads']",Jazz
0aQ8Ow9YAkGxr5bbehjkcS,The Lawrence Arms,73742,41,"['punk', 'skate punk']",Rock
1iEaqWaYpKo9x0OrEq7Q7z,Ayron Jones,73951,40,[],Rock
5IbEL2xjRtKsunfmsahLuO,$NOT,1564743,64,[],Hip-Hop
0K4i9QDItJabGYMwquh4bY,Remembering Never,23161,22,"['metalcore', 'mathcore', 'hardcore', 'melodic hardcore', 'deathcore']",Rock
6zhWKbSK8626OCyBd6M9p4,Merwin Foard,75,6,['musicals'],Classical
7rpf45DdbpweG51Acze45i,Kay Starr,60025,61,['christmas'],Pop
0HxrabRgphgRhnAVitTCcz,D'espairsRay,53794,32,"['visual kei', 'j-rock']",Rock
3HAwpdanepgxGywYjJyhZl,Jeffrey Kuhn,229,21,"['ragtime', 'musicals']",Classical
47pGPvVnCRj414sxJ587G6,Griffin Birney,1,18,['musicals'],Classical
2wGPLEtDnWIvTmxhshJi4m,Brittney Mack,772,35,[],Classical
72q9Jnu1lVJr0CgoKbICGs,World / Inferno Friendship Society,16948,26,['folk punk'],Folk
02JFE9XezO2Am7uiVHHume,Mario Cantone,142,17,['musicals'],Classical
43c2VWt4nviURA6sd95vGE,Peter Bartlett,160,20,['musicals'],Classical
0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,11893757,79,"['glam rock', 'art rock']",Rock
6OEnnFWj2H6381kHY6m6EY,Michael Glencer,23,0,[],Rock
30LJpAk508ffpll4jpUoPN,Phumzile Sojola,88,23,['musicals'],Classical
1VbWMsap5Ex2erHPlmndr0,SIX,401943,61,['musicals'],Classical
3yEnArbNHyTCwMRvD9SBy4,Wolfmother,1021142,59,['stoner rock'],Rock
25NoSiDaJAxrEQeTZES6Yh,Klax,3698,16,"['drum and bass', 'liquid funk', 'drumstep']",Electronic
1OFyMXmkzPqt8a5MZ1ue5h,Joel Perez,4987,74,[],Classical
1cOVE4AbwlFSTxaipbJatH,Latterman,14865,18,"['melodic hardcore', 'skate punk', 'pop punk', 'punk']",Rock
0sBSVbPm3QRd2LnDao9H9U,Millionaires,249731,52,"['crunk', 'hyperpop']",Electronic
0zOcE3mg9nS6l3yxt1Y0bK,The Fray,4335127,74,[],Pop
1ygXiRxKSfb927vhBH1ruH,Ma Rainey,57976,26,"['classic blues', 'blues', 'ragtime', 'country blues']",Blues
2KSCnFEc7wBSpCZJsmZvhV,Victoria Clark,2251,31,['musicals'],Classical
3Rj0tDHoX7C5NFq5DKIpHt,Stereolab,404375,53,"['art pop', 'krautrock', 'post-rock', 'neo-psychedelic']",Rock
6V61xKjFeKyRl9FAgKtKYS,Denis O'Hare,309,27,['musicals'],Classical
1KsASRNugxU85T0u6zSg32,Tori Amos,867265,56,"['singer-songwriter', 'art pop']",Folk
4aP1lp10BRYZO658B2NwkG,Andrew Lloyd Webber,366629,66,['musicals'],Classical
1NmZWNk3idvlh1wKjZOvnt,Griffin House,43002,37,['acoustic pop'],Folk
0uivLRza0HzARDrgQJrQbo,Daniel Perry,575,3,[],Hip-Hop
7aYiB2gpYBCnjDlbCXw0fU,80's Robot,149,0,[],Classical
2gINJ8xw86xawPyGvx1bla,KRS-One,741074,53,"['east coast hip hop', 'old school hip hop', 'hip hop', 'hardcore hip hop']",Hip-Hop
5skyG64028a3FaeFYvT3mE,Orchestra Sinfonica di Milano Giuseppe Verdi,2544,38,"['opera', 'classical crossover']",Classical
6xaWtqqTo013vreTMQxeNj,Swashbuckle,12237,17,"['folk metal', 'thrash metal', 'sea shanties']",Folk
5oHsvGm0QRPixkJtNj4bD3,Phazer,223,3,['jungle'],Electronic
1csBgT42N4pPPs1HJhxXIK,Thomas Newman,282049,62,"['soundtrack', 'score']",Classical
57KuZVjVTRT9zWYYGb1dxT,La La,1862,23,[],Pop
4MTfVjZzx72caVcbCjUK73,Dominik Hauser,17018,41,[],Folk
6U26vGPwnCQcNDr9Dpj0Y0,Karate,38281,31,"['slowcore', 'post-rock', 'post-hardcore', 'math rock']",Rock
3ImqpXKKgkH5VydfgX1hd4,Say Anything,314737,50,"['pop punk', 'emo']",Pop
6rJqqRce0Kvo2dJUXoHleC,Alabama,1682413,67,"['classic country', 'country', 'country rock', 'country christian']",Country
07cGsRL23DtuPJnawMKACY,Happyalone.,4827,23,[],Rock
2F9wlqbFp62pIdVrjnhdZi,Thomas Quasthoff,12006,34,"['expressionism', 'opera']",Folk
62elZbH5Iop8UPcChp7OrU,Can't Swim,81408,39,"['pop punk', 'midwest emo']",Pop
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,11518757,81,"['emo', 'pop punk']",Rock
0c86qGuVZWOdEl7Wdr6g4f,Ted Winn,12788,28,"['gospel', 'worship']",Hip-Hop
3Zl0EsuYV23OgNw6WqGelN,Momoiro Clover Z,228253,49,"['anime', 'j-pop']",Pop
4oV5EVJ0XFWsJKoOvdRPvl,Guided By Voices,193016,47,"['power pop', 'lo-fi indie', 'anti-folk', 'indie rock', 'indie']",Pop
1qqZKSFPWKwT4Rtcu5zc8h,Charlie Chaplin,6165,31,"['dub', 'roots reggae', 'ragga', 'reggae', 'dancehall']",Folk
2s0438sn0pYL2OuukcFqPN,Kid Koala,118187,48,"['plunderphonics', 'trip hop']",Hip-Hop
5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,13030963,79,"['old school hip hop', 'gangster rap', 'east coast hip hop', 'hip hop']",Hip-Hop
4pU3BpenOZFEBzORx2YBJW,Plácido Domingo,228494,56,"['opera', 'classical', 'classical crossover']",Classical
7w0qj2HiAPIeUcoPogvOZ6,Rachael Yamagata,174393,46,[],Folk
65iXZl2W8M8616GC3jfeeH,Frog Eyes,7402,6,['art rock'],Rock
2mxe0TnaNL039ysAj51xPQ,R. Kelly,2502309,69,['r&b'],R&B
3koiLjNrgRTNbOwViDipeA,Marvin Gaye,6058443,75,"['motown', 'classic soul', 'soul', 'northern soul', 'quiet storm']",R&B
4pejUc4iciQfgdX6OKulQn,Queens of the Stone Age,3872913,72,"['stoner rock', 'alternative rock']",Rock
1qh6ppVtiFTKMyta0NXsjf,Madball,191547,43,"['hardcore', 'hardcore punk']",Electronic
591yCCsZCLXvaJ0Rg38vLZ,Senses Fail,496327,55,"['post-hardcore', 'screamo', 'emo', 'pop punk']",Rock
1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,6720260,79,"['metalcore', 'emo', 'screamo', 'rock', 'post-hardcore']",Rock
55b0Gfm53udtGBs8mmNXrH,Norma Jean,213838,45,"['mathcore', 'metalcore', 'post-hardcore', 'hardcore', 'screamo']",Rock
5fuQrhMRYMtoO9uOlFad4P,The Fall of Troy,193587,46,"['post-hardcore', 'mathcore', 'math rock', 'screamo']",Rock
64ExBAzxQRVdiPGIaz1WE9,Marcello Viotti,1101,33,['opera'],Classical
6WaMuARAGiPk6KtKgwGV3D,"Brian ""Hacksaw"" Williams",3295,19,[],Folk
1gkcZQArk5rV8uBwG8y5FX,Amy Adams,35367,48,[],Classical
6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,6974372,75,"['classic country', 'outlaw country', 'country']",Country
2VYQTNDsvvKN9wmU5W7xpj,Marilyn Manson,5023069,73,"['industrial metal', 'industrial rock', 'industrial', 'metal', 'nu metal']",Rock
1i0UobirqiiWT0AbrkZKrs,Team Dresch,25157,26,"['queercore', 'riot grrrl']",Rock
36nWYFJVxfbpEenzbQRPZr,黃小楨,17440,21,"['taiwanese indie', 'chinese indie', 'taiwanese pop']",Rock
6S0GHTqz5sxK5f9HtLXn9q,Garbage,1343796,61,[],Rock
1vfezMIyCr4XUdYRaKIKi3,Keyshia Cole,4388545,72,['r&b'],R&B
4jWGfUCFeTu5e0wprRhHXR,Big Tymers,690612,54,"['southern hip hop', 'crunk', 'new orleans bounce']",Hip-Hop
55Aa2cqylxrFIXC767Z865,Lil Wayne,18306984,88,"['rap', 'hip hop']",Hip-Hop
3H7Ez7cwaYw4L3ELy4v3Lc,Håkan Hellström,319594,59,['swedish pop'],Pop
2iojnBLj0qIMiKPvVhLnsH,Trey Songz,7781659,72,['r&b'],R&B
2MPHBxznH1fj59jbOWY38u,Sudan Archives,283879,53,"['alternative r&b', 'indie soul']",Pop
0EhgpjUqiIIQhM6ZRF4kXX,Pat Green,155993,45,"['texas country', 'red dirt']",Country
7o4SQie2eJJYTOFiN1PXQh,The Soviettes,7733,17,"['riot grrrl', 'queercore', 'punk']",Rock
7BLOa6FxCbMnowidkQfLIA,Gerald Levert,1054207,49,['quiet storm'],R&B
5tQMB0cuNXdCtzovGt55uD,LUCKI,1834328,78,['cloud rap'],Hip-Hop
542yUd4rGzUEOLd1diV94f,Rocky,27895,47,[],Rock
7G6hXrjGpi6I7waNl4wxAk,J. Holiday,1717222,52,['r&b'],R&B
5bmqhxWk9SEFDGIzWpSjVJ,THE DRIVER ERA,753372,54,[],Rock
2aYJ5LAta2ScCdfLhKgZOY,Cobra Starship,528104,59,[],Electronic
1fBCIkoPOPCDLUxGuWNvyo,Poison,3605452,63,"['glam metal', 'glam rock']",Rock
4kwxTgCKMipBKhSnEstNKj,Animal Collective,566445,49,"['neo-psychedelic', 'indie rock']",Rock
1l7aiSjBGkQiyTuQYTigAP,Nellee Hooper,2437,41,[],Rock
3qf2YoifC68WTsMv1YIGmh,Hank Williams III,291761,48,"['outlaw country', 'alt country', 'honky tonk', 'psychobilly', 'rockabilly']",Country
0rG0AZBscc8S8q1ahIsasI,JUVENILE,1144374,61,"['southern hip hop', 'crunk', 'new orleans bounce', 'bounce']",Hip-Hop
7rvkQK7ZqO34sKsWEXjz3R,Tim Reynolds,41155,47,['jam band'],Rock
16JXnESerYvanRg1CGhkLz,Teodasia,2373,1,"['gothic metal', 'symphonic metal', 'power metal']",Rock
30uiS1n3uIGXJEYFR1GVDy,The Brian Jonestown Massacre,414396,54,"['neo-psychedelic', 'psychedelic rock', 'shoegaze', 'space rock']",Rock
72PnPUc1qv9UjRPaGVZ1jq,The Handsome Family,166792,56,"['southern gothic', 'alt country', 'americana']",Country
2gBjLmx6zQnFGQJCAQpRgw,Nelly,3880597,76,[],Hip-Hop
6w59QFepXN20q4391lSVCr,Lightz,416,3,[],Hip-Hop
4UxLFBvSr4xMDpHe1lrLrH,Ross Lynch,1036486,49,[],Rock
4LSixDzXl43EzlPU2EydWs,Edan,30887,28,"['experimental hip hop', 'underground hip hop']",Hip-Hop
3jksrX4oBklxR78ft8gv3j,Plies,2028834,65,['southern hip hop'],Hip-Hop
3d1zFz2gPJbDaQDTsyNmbZ,Velvet Crush,12001,16,"['power pop', 'jangle pop']",Pop
62d1ZQS3fUt0tPR6UiUjFr,AroarA,363,1,['pop singer-songwriter'],Rock
4bwIf0yXJf0F9AmOl2J78M,Camellia,259982,55,"['speedcore', 'vocaloid']",Electronic
4i7hi30rbTMZB9A1ftDnK7,Sugarplum Fairies,602,3,[],Folk
3AuMNF8rQAKOzjYppFNAoB,Kelly Rowland,3801812,71,[],Electronic
13vQloYd6mP7V1mVwKJwS2,Dave Matthews,430581,54,['jam band'],Rock
6qojFeNZnpVQxdL2IFSDEy,Leslie Hall,10325,29,[],Hip-Hop
3risOBDAx6GGVaCcBuhswz,Jasmine Sokko,39755,30,"['chinese r&b', 'c-pop']",R&B
2kfVqdz3lJshqH9GUHhtMr,Psychostick,203174,47,[],Pop
7tFehEdzjjoeiwUExR89qs,Kankan,432834,55,"['rage rap', 'underground hip hop']",Hip-Hop
1VPmR4DJC1PlOtd0IADAO0,$uicideboy$,9100990,85,"['emo rap', 'horrorcore', 'cloud rap', 'trap metal', 'underground hip hop']",Hip-Hop
2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,2129141,63,['jam band'],Rock
5M0lbkGluOPXLeFjApw8r8,DRAM,893338,59,[],Hip-Hop
2tjnvrUmP46XNjFh9V0NGc,Alpha Wolf,210251,50,"['metalcore', 'deathcore', 'djent']",Rock
6hhA8TKRNryM8FNzqCqdDO,Tricky,566810,56,"['trip hop', 'downtempo']",Electronic
6kBDZFXuLrZgHnvmPu9NsG,Aphex Twin,1849812,67,"['idm', 'ambient', 'electronica']",Electronic
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,58735579,87,[],Electronic
1gPhS1zisyXr5dHTYZyiMe,Kevin Gates,6914245,76,[],Hip-Hop
4lxaJNUlMRY9VGSmKwvMzA,Malcom McDowell,537,13,['dubstep'],Electronic
0fwLrL7wiKgtqRMHbtxYDz,Web Sheldon,202,0,[],Blues
4c6lhwoOrmgNWvl0GxHlW1,Tedashii,262122,49,"['christian hip hop', 'christian', 'chinese hip hop', 'christian pop']",Hip-Hop
5Q45hW4q5wKLjtnJlSgeq0,Dre Murray,13813,24,"['christian hip hop', 'christian jazz']",Hip-Hop
69GGBxA162lTqCwzJG5jLp,The Chainsmokers,21483609,82,[],Electronic
0VZrPa7mWAYXH4CwmYk8Km,Kidd Keo,3005941,69,"['trap', 'argentine trap']",Hip-Hop
2i7Wuq1zPWFDeUMhKHJnPb,Yaves,2418,6,['christian hip hop'],Hip-Hop
5fHk07xqQp5IMnsLzLZK1H,Press Play,21409,25,"['cedm', 'christian pop', 'christian', 'christian alternative rock']",Electronic
6X8WdFjrNhXATMDSs26aCc,Curren$y,1066968,61,['southern hip hop'],Hip-Hop
7IeovKzVkfcG9mIJGNzTcT,Ran-D,278820,59,"['hardstyle', 'frenchcore', 'hardcore']",Electronic
4mQm8gcXNNyzNQRqYKTKqo,H2O,105420,37,"['hardcore punk', 'hardcore', 'melodic hardcore', 'skate punk', 'punk', 'ska punk']",Rock
2WWTUZ3LpcAAPhSEz3H0rg,Alex G,75725,40,['acoustic pop'],Folk
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,12195308,87,['christmas'],Pop
3nkUcLzl9v6cIxFI6cvTeD,Imagination Movers,26129,32,"[""children's music""]",Folk
1Xq1gv1FyECCWgSyTP0dN3,JGivens,23930,22,"['christian hip hop', 'spoken word']",Hip-Hop
360IAlyVv4PCEVjgyMZrxK,Miguel,6250250,81,['r&b'],R&B
4mwXUEKaW4ftbncf9Hi58l,Tank,825807,58,['r&b'],R&B
3f3AL10W7ss3hzfqSDXqXv,Scky Rei,268,0,[],Rock
5A0SFJQSdSjFHGcndiGT1s,Planetshakers,1309379,60,"['worship', 'pop worship', 'christian']",Pop
4IDpDJIDfK96HMLD4Tphyl,AJJ,270155,50,"['folk punk', 'anti-folk', 'midwest emo']",Folk
5lesbEwQ2NN151pbqCjOZ8,Miss Cherry Delight,12541,28,['riot grrrl'],Rock
6f0db1foO8Zs4SHp0bVUlg,He3b,17979,39,"['afrobeats', 'afrobeat', 'afroswing', 'azonto']",R&B
7u160I5qtBYZTQMLEIJmyz,Borgore,551590,48,"['dubstep', 'riddim', 'dub', 'deathstep']",Electronic
1CjHv5B8vgIycRLbipxVBv,SADBOYMUSIC,129,0,[],R&B
2gfVNtWpcTdOvYk5LgexYV,Daddex,17113,32,['emo rap'],Hip-Hop
1z4g3DjTBBZKhvAroFlhOM,Red Velvet,9644994,69,['k-pop'],Pop
0DxeaLnv6SyYk2DOqkLO8c,MAGIC!,1661041,68,[],Electronic
2OaHYHb2XcFPvqL3VsyPzU,Rico Nasty,1153442,63,[],Hip-Hop
3qNVuliS40BLgXGxhdBdqu,TAEYEON,3161759,67,"['k-pop', 'k-ballad']",Pop
1Kvu06TxgDMSFkoYQEj6Rv,JOHNNASCUS,30105,44,"['trap metal', 'experimental hip hop', 'hyperpop']",Hip-Hop
36qOXUtUq5HjaP1wet4ePl,Capture,67297,31,"['metalcore', 'post-hardcore', 'screamo', 'deathcore']",Rock
5Ylv2igmtWCozhTDCds605,Infntlp,38,0,[],Rock
2wcrc3fjebDRLVdtRUa3pu,Cal Scruby,217503,56,[],Hip-Hop
7yWBWSzhjWlUVeW5ZrkuVk,JOVANA K,43,6,"['frenchcore', 'hardcore', 'hardstyle']",Electronic
6xrCU6zdcSTsG2hLrojpmI,José González,1239593,65,['indie folk'],Folk
2RhGXxsDpB0eB122Ce3WYB,John Givez,33425,35,['christian hip hop'],Hip-Hop
0bsKkli3Cgh9q3UCgLKw6k,BXTH,316,0,[],Rock
6d47Z08T4snK50HgTEHo5Z,Sage The Gemini,927716,64,['hyphy'],Hip-Hop
1w9VjfHGE5qPLJQy3dKups,Gord Bamford,63418,39,"['country', 'acoustic country']",Country
6UOk7DmvqlzWmo6gjhZvn6,Da Tweekaz,331195,61,"['hardstyle', 'frenchcore', 'happy hardcore', 'hardcore']",Electronic
4x1nvY2FN8jxqAFA0DA02H,John Lennon,6695915,77,['christmas'],Pop
7vtukebvL7Is8L5JvgTLDR,Siya,33508,31,[],Hip-Hop
1Ok5WQlGEnuFOiUlpCKcVT,Wasted Penguinz,100643,46,"['hardstyle', 'happy hardcore', 'frenchcore']",Electronic
0zanHkxN0P38oWegA8iSQA,Etta Bond,76224,39,"['uk r&b', 'alternative r&b']",R&B
7gSjFKpVmDgC2MMsnN8CYq,Jazmine Sullivan,2201536,63,['r&b'],R&B
5tth2a3v0sWwV1C7bApBdX,Lil' Kim,1939659,66,['east coast hip hop'],Hip-Hop
2qx5TM5UVg3th3ZQ9Vkj2X,Imperial,7950,29,"['frenchcore', 'hardcore', 'hardstyle', 'speedcore', 'gabber']",Electronic
2vjeuQwzSP5ErC1S41gONX,CHANMINA,1338565,70,"['j-pop', 'j-rap']",Pop
56BHYURgbka2nQbBy8XZ3x,Skinny Fabulous,63148,42,"['soca', 'calypso', 'dancehall']",Folk
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,29087036,90,['r&b'],R&B
1qHkWv9sHlhqmNdPbMU5tN,Eazy Mac,140888,50,[],Hip-Hop
5yjbUO1Jocui7RKE30zfLT,Riverside,235654,44,"['progressive rock', 'progressive metal', 'art rock']",Rock
5s1QeAf7U5ELP9PTeLaicb,Homeboy Sandman,54676,41,"['east coast hip hop', 'underground hip hop', 'alternative hip hop']",Hip-Hop
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,26810483,83,[],Pop
15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,52252497,85,['emo rap'],Hip-Hop
78ZdtwvDD5zTElro6EGkcU,Swoope,76986,36,"['christian hip hop', 'christian r&b']",Hip-Hop
4KWTAlx2RvbpseOGMEmROg,R.E.M.,5446183,74,"['jangle pop', 'alternative rock', 'rock']",Rock
7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,10475736,80,"['emo', 'pop punk']",Rock
08ZqXO40nMrhBoGma4kls2,SyKo,238038,57,['hyperpop'],Electronic
6BbGkI3sJbPytzt3y2PACe,The Machine,5003,24,"['hardstyle', 'frenchcore', 'hardcore']",Electronic
5iyRxmCnWx31s0T3f8xano,Cop Shoot Cop,14923,18,"['noise rock', 'industrial rock', 'industrial', 'industrial metal']",Rock
6SDm6W84F2AwEfvv1TYuPd,Eyka,281,1,[],Rock
4WcJL1x8azi1Qkv4jc6fhH,Devvon Terrell,173290,42,[],Hip-Hop
3N6WAAPHoIjo6na008793X,Paul Westerberg,58406,36,['power pop'],Pop
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,9784941,83,[],Hip-Hop
3Mcii5XWf6E0lrY3Uky4cA,Ice Cube,11274612,74,"['old school hip hop', 'gangster rap', 'west coast hip hop', 'g-funk', 'hip hop']",Hip-Hop
5I6ni4YWY0WJUs6rFqufxT,The Main Squeeze,125365,40,"['retro soul', 'funk', 'jam band']",R&B
540R9ampm8wv8ddRgCuzmu,Everyone Everywhere,24677,28,"['midwest emo', 'math rock', 'emo']",Rock
2P5sC9cVZDToPxyomzF1UH,Joey Bada$$,3840993,71,"['hip hop', 'rap', 'jazz rap']",Hip-Hop
07D1Bjaof0NFlU32KXiqUP,Lucy Dacus,628821,67,[],Electronic
1r1uxoy19fzMxunt3ONAkG,Phoebe Bridgers,3071492,79,[],Electronic
77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,22105790,86,[],Rock
5Y0eBjypjKL7Ahms0NaXVp,T'nah Apex,2341,44,[],Hip-Hop
2ynyWs4AJojnzKopyD4XgE,That's Outrageous!,16001,18,"['post-hardcore', 'metalcore', 'screamo']",Rock
776Uo845nYHJpNaStv1Ds4,Jimi Hendrix,7436025,69,"['psychedelic rock', 'classic rock', 'acid rock', 'blues rock']",Rock
1hLiboQ98IQWhpKeP9vRFw,boygenius,1091860,65,[],Electronic
0WfaItAbs4vlgIA1cuqGtJ,Daniela Andrade,416655,57,[],Electronic
2bT4eELLlSuDTtZWV2Z3jN,Trooper,91817,43,[],Rock
1e5OohAPdgqCeMq3eegvqp,Zacardi Cortez,123621,44,"['gospel', 'christian r&b', 'worship']",R&B
6x9CKUBQ96VjXxKgGE5hIw,ero808,53209,56,['bass house'],Electronic
4ilGHeD6uLEs4oURkpB2sR,Lunchbox,28,2,[],Hip-Hop
